The Bofors Gun And Giblets
The Bull And Politician
The Auntie Semitist
The Horse's Replacement
The Dog's Breakfast
The Human Leg
The Load Of Do
The Stool & Urinal
The King's Legs
The Ass and E-mule
The Man Of A Thousand Briefcases
Bloaters
The Frill and Faggot
The Buccaneer's Bodice
The Royal Poke
Hic Haec Hoc
The General Smith
Sockless in Gaza
Good Queen Beast
The Queen's Bed
Good Good
The Pope And Anchor
The Barton's Bus
Fog
The Three Buns
The Flan and Copenhagen
The Kenneth Wolstenholme
The Youth Hostel
Spot The Ball
Legson Kayira's Legs
The Individual Fruit Knees
Mrs. Pouch's Head
Followthrough's
The Ugly Bastard
The Pie 'n' Mash
The Abba Trois
The Wind In The Willows
The Festering Carbuncle
Gooreadiness
What Everybody Wants
The Fish 'N' Chips
